isogroup gene ontology,
TRINITY_DN33303_c0_g1,GO:0015030;GO:0016020;GO:0016607;GO:0005634;GO:0005524;GO:0004004;GO:0003723;GO:0000398;GO:0010468;GO:0010501
TRINITY_DN12321_c0_g1,GO:0005615;GO:0005634;GO:0005886;GO:0007155;GO:0060250;GO:0036098;GO:2001046;GO:0006457
TRINITY_DN16815_c0_g1,GO:0005764;GO:0046872;GO:0043890;GO:0008152
TRINITY_DN29807_c0_g1,GO:0005737;GO:0005615;GO:0016020;GO:0005509;GO:0003682;GO:0007155
TRINITY_DN37472_c0_g1,GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
TRINITY_DN39556_c0_g1,GO:0005634;GO:0005700;GO:0043565;GO:0003700;GO:0008270;GO:0009792;GO:0045893;GO:0050776;GO:2000026;GO:0006357;GO:0006351
TRINITY_DN25398_c0_g1,GO:0003964;GO:0006313
TRINITY_DN3926_c0_g1,GO:0070062;GO:0005739;GO:0043262;GO:0047631;GO:0046032;GO:0046709
TRINITY_DN25920_c0_g2,GO:0022625;GO:0003735;GO:0006412
TRINITY_DN5103_c0_g1,GO:0022626;GO:0000228;GO:0005730;GO:0015935;GO:0019843;GO:0003735;GO:0006412
TRINITY_DN8860_c0_g1,GO:0031253;GO:0045334;GO:0005905;GO:0010008;GO:0070062;GO:0045171;GO:0042470;GO:0005739;GO:0005886;GO:0019003;GO:0005525;GO:0003924;GO:0005546;GO:0019882;GO:1990090;GO:0000910;GO:0032456;GO:0016197;GO:0006888;GO:0031175;GO:0048227;GO:0036010;GO:0015031;GO:0007264
TRINITY_DN34261_c0_g1,GO:0030016;GO:0032982;GO:0005524;GO:0003774
TRINITY_DN11900_c0_g1,GO:0005814
TRINITY_DN31709_c0_g1,GO:0005794;GO:0005634;GO:0048471;GO:0046872;GO:0044822;GO:0043565;GO:0030154;GO:0007275;GO:0007283
TRINITY_DN39980_c0_g1,GO:0016021
TRINITY_DN30922_c0_g1,GO:0005813;GO:0005737;GO:0016591;GO:0005654;GO:0005634;GO:0000993;GO:0070940;GO:0008284;GO:0045944;GO:0010564;GO:0006351
TRINITY_DN39894_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN28517_c0_g1,GO:0005737;GO:0005634;GO:0003677;GO:0015031;GO:0006351
TRINITY_DN27223_c0_g1,GO:0005739;GO:0005777;GO:0033814;GO:0032934;GO:0015248;GO:1901373;GO:0015914;GO:0032385;GO:0006694
TRINITY_DN21159_c0_g1,GO:0005913;GO:0005813;GO:0031410;GO:0005829;GO:0005793;GO:0070062;GO:0090543;GO:0030496;GO:0005635;GO:0098641;GO:0090541;GO:0032403;GO:0019904;GO:0009838;GO:0051301;GO:0000910;GO:0045184;GO:0048672;GO:0045862;GO:0008104;GO:0015031;GO:0046745;GO:0019076
TRINITY_DN38224_c0_g1,GO:0090537;GO:0005634;GO:0006309;GO:0043044;GO:0016569;GO:0000910;GO:0007010;GO:0097194;GO:0021915;GO:0016192
TRINITY_DN9825_c0_g1,GO:0005509
TRINITY_DN37279_c0_g1,GO:0033180;GO:0005524;GO:0046961;GO:0015991;GO:0046034
TRINITY_DN24365_c0_g1,GO:0016021;GO:0005743;GO:0070469;GO:0008137;GO:0006120
TRINITY_DN26017_c0_g1,GO:0005829;GO:0004013;GO:0051287;GO:0006730;GO:0019510;GO:0033353
TRINITY_DN4342_c0_g1,GO:0005737;GO:0005681;GO:0005524;GO:0004004;GO:0044822;GO:0000398
TRINITY_DN26978_c0_g1,GO:0005737;GO:0017057;GO:0005975;GO:0006098
TRINITY_DN4096_c0_g1,GO:0005694;GO:0016607;GO:0018024;GO:0000166;GO:0003723;GO:0006355;GO:0006351
TRINITY_DN22597_c0_g1,GO:0046872;GO:0050194;GO:0019700
TRINITY_DN24561_c0_g1,GO:0003964;GO:0006313
TRINITY_DN19607_c0_g1,
TRINITY_DN33055_c0_g1,GO:0005801;GO:0070971;GO:0030134;GO:0012507;GO:0097038;GO:0048471;GO:0046872;GO:0004620;GO:0044822;GO:0001675;GO:0006888;GO:0007030;GO:0007338;GO:0007286
TRINITY_DN10931_c0_g1,GO:0036064;GO:0005737;GO:0051959;GO:0031267;GO:0060271;GO:0048812
TRINITY_DN38700_c0_g1,GO:0005789;GO:0005794;GO:0016021;GO:0005385;GO:0006829;GO:0055069
TRINITY_DN18562_c0_g1,GO:0005730;GO:0005634;GO:0030687;GO:0044822;GO:0006364
TRINITY_DN23971_c0_g1,GO:0005739;GO:0035267;GO:0005654;GO:0000812;GO:0043968;GO:0043967;GO:0045944;GO:0040008;GO:0006351
TRINITY_DN21990_c0_g1,GO:0005852;GO:0005875;GO:0003743
TRINITY_DN16319_c0_g1,GO:0005744;GO:0001700;GO:0002168;GO:0022008;GO:0030150
TRINITY_DN1092_c0_g1,GO:0005762;GO:0005739;GO:0003735;GO:0032543
TRINITY_DN31857_c0_g1,GO:0016607;GO:0006355;GO:0006351
TRINITY_DN6049_c0_g1,GO:0016021;GO:0004089;GO:0008270;GO:0006730
TRINITY_DN25755_c0_g1,GO:0016021;GO:0005886;GO:0005524;GO:0046872;GO:0005391
TRINITY_DN7282_c0_g1,GO:0031965;GO:0016607;GO:0005654;GO:0003676;GO:0000166;GO:0044822;GO:0001569;GO:0000398;GO:0045638;GO:0060674;GO:0007221;GO:0048536;GO:0060412;GO:0016032
TRINITY_DN34978_c0_g1,GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0003677;GO:0044822;GO:0004842;GO:0006284;GO:0030154;GO:0016574;GO:1903955;GO:0006513;GO:0000209;GO:0042787
TRINITY_DN34225_c0_g1,
TRINITY_DN27096_c0_g1,GO:0005623;GO:0009055;GO:0016615;GO:0016616;GO:0015035;GO:0005975;GO:0045454;GO:0006108;GO:0006099
TRINITY_DN31089_c0_g1,GO:0005829;GO:0005634;GO:0003682;GO:0003677;GO:0042393;GO:0043130;GO:0016569;GO:0030308;GO:0045893;GO:0006351
TRINITY_DN35382_c0_g1,GO:0031672;GO:0072357;GO:0030018;GO:0071889;GO:0019208;GO:0046982;GO:0051017;GO:0070650;GO:0060028;GO:0001889;GO:0021555;GO:0030155;GO:0008360;GO:0035507
TRINITY_DN37593_c0_g1,GO:0030016;GO:0032982;GO:0003774
TRINITY_DN29498_c0_g1,GO:0022625;GO:0005886;GO:0009506;GO:0003735;GO:0006412
TRINITY_DN34764_c0_g1,GO:0044754;GO:0005737;GO:0045169;GO:0005811;GO:0005875;GO:0031965;GO:0005634;GO:0043186;GO:0005886;GO:0000502;GO:0005524;GO:0016787;GO:0097352;GO:0098586;GO:0048813;GO:0016320;GO:0007029;GO:0007030;GO:0007040;GO:0000226;GO:0046716;GO:0048477;GO:0007279;GO:0043525;GO:0032436;GO:0046598;GO:0006508;GO:0043523;GO:0007317;GO:0006810;GO:0006511
TRINITY_DN29419_c0_g1,GO:0000792;GO:0016020;GO:0005634;GO:0016581;GO:0005524;GO:0008026;GO:0003677;GO:0061628;GO:0008270;GO:0021895;GO:0098532;GO:0043967;GO:0008285;GO:1901798;GO:0060850;GO:0035093;GO:0006351
TRINITY_DN16372_c0_g1,
TRINITY_DN22014_c0_g1,GO:0005524;GO:0004004;GO:0044822;GO:0010501
TRINITY_DN24639_c0_g1,GO:0005730;GO:0003723;GO:0022008
TRINITY_DN3097_c0_g1,GO:0003964;GO:0006313
TRINITY_DN26630_c0_g1,GO:0005952;GO:0005813;GO:0097546;GO:0005737;GO:0005829;GO:0070062;GO:0005634;GO:0048471;GO:0005886;GO:0005524;GO:0004691;GO:0000287;GO:0034237;GO:0004674;GO:0051447;GO:1901621;GO:0001843;GO:0006468;GO:0070613;GO:0097338;GO:0019433
TRINITY_DN8066_c0_g1,GO:0004345;GO:0050661;GO:0051156;GO:0006006;GO:0006739;GO:0006098
TRINITY_DN14708_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN11733_c0_g1,GO:0016021;GO:0005743;GO:0005739;GO:0070469;GO:0051537;GO:0046872;GO:0008121;GO:0009060;GO:0009408
TRINITY_DN34796_c0_g1,GO:0005930;GO:0005737;GO:0031514;GO:0005730;GO:0005654;GO:0005634;GO:0001534;GO:0035082;GO:0003341
TRINITY_DN35782_c0_g1,GO:0008270
TRINITY_DN6938_c0_g1,GO:0032059;GO:0005814;GO:0005856;GO:0000139;GO:0030027;GO:0005886;GO:0001726;GO:0005524;GO:0017049;GO:0046872;GO:0004674;GO:0030036;GO:0006915;GO:0007010;GO:0051451;GO:0051894;GO:2000114;GO:0051492;GO:0007266
TRINITY_DN4767_c0_g1,GO:0005634;GO:0000166;GO:0003723;GO:0006355;GO:0006351
TRINITY_DN25747_c0_g1,GO:0000780;GO:0000784;GO:0005720;GO:0031618;GO:1990707;GO:0005634;GO:0005721;GO:0016605;GO:0070603;GO:0031933;GO:0005524;GO:0003682;GO:0070087;GO:0003677;GO:0003678;GO:0015616;GO:0004386;GO:0042393;GO:0046872;GO:0035064;GO:0072711;GO:0006338;GO:0070192;GO:0016569;GO:0030330;GO:0006306;GO:0006310;GO:0006281;GO:0006336;GO:0030900;GO:0000212;GO:0035264;GO:1904908;GO:1901581;GO:0006334;GO:0010571;GO:0032206;GO:1901582;GO:0045944;GO:0035128;GO:0070198;GO:1900112;GO:0006355;GO:0031297;GO:0072520;GO:0060009;GO:0007283;GO:0006351
TRINITY_DN20644_c0_g1,GO:0005615;GO:0004252;GO:0016486
TRINITY_DN28883_c0_g1,GO:0005930;GO:0032580;GO:0005886;GO:0001726;GO:0004439;GO:0046856
TRINITY_DN34017_c0_g1,GO:0070062;GO:0005509;GO:0008544;GO:0007165
TRINITY_DN33427_c0_g1,GO:0005913;GO:0005737;GO:0034364;GO:0005634;GO:0005886;GO:0098641;GO:0008289;GO:0044822;GO:0008203;GO:0006869
TRINITY_DN30576_c0_g1,GO:0005887;GO:0005886;GO:0005385;GO:0006882;GO:0002903;GO:0030890;GO:0050861;GO:1903615;GO:0071578
TRINITY_DN19403_c0_g1,GO:0005739;GO:0003860;GO:0006635;GO:0006574
TRINITY_DN32919_c0_g1,
TRINITY_DN27304_c0_g1,GO:0033391;GO:0071546;GO:0043046;GO:0030719;GO:0007286
TRINITY_DN39467_c0_g1,GO:0005737;GO:0005829;GO:0005634;GO:0005524;GO:0004127;GO:0009041;GO:0006207;GO:0006221
TRINITY_DN39879_c0_g1,GO:0016323;GO:0016021;GO:0031528;GO:0005886;GO:0004089;GO:0008270;GO:0002009;GO:0006730;GO:0042493;GO:0001666;GO:0033574;GO:0046903
TRINITY_DN34954_c0_g1,GO:0016021
TRINITY_DN34480_c0_g1,GO:0070062;GO:0005743;GO:0005751;GO:0005739;GO:0004129;GO:0008137;GO:0032403
TRINITY_DN9739_c0_g1,GO:0005634;GO:0030018;GO:0008270;GO:0030154;GO:0007517;GO:0060537
TRINITY_DN30649_c0_g1,GO:0005737;GO:0005635;GO:0006886
TRINITY_DN35241_c0_g1,GO:0000785;GO:0070062;GO:0005634;GO:0032116;GO:0003682;GO:0070087;GO:0042826;GO:0036033;GO:0008022;GO:0047485;GO:0007420;GO:0034613;GO:0006974;GO:0071481;GO:0050890;GO:0048589;GO:0042471;GO:0048701;GO:0048557;GO:0035115;GO:0048703;GO:0035261;GO:0048592;GO:0060325;GO:0045444;GO:0035136;GO:0061010;GO:0007507;GO:0003007;GO:0034088;GO:0007064;GO:0000122;GO:0045892;GO:0003151;GO:0031065;GO:0040018;GO:0045778;GO:0045944;GO:0048638;GO:0045995;GO:0042634;GO:0007605;GO:0019827;GO:0061038
TRINITY_DN12583_c0_g1,GO:0005737;GO:0005654;GO:0003676;GO:0008270;GO:0051321;GO:0006355;GO:0006351
TRINITY_DN28131_c0_g1,GO:0016021;GO:0008250;GO:0016757;GO:0006486;GO:0018279
TRINITY_DN16593_c0_g1,GO:0005739;GO:0051537;GO:0051539;GO:0008198;GO:0005506;GO:0005198;GO:0016226;GO:0051604;GO:0097428;GO:0006790
TRINITY_DN29616_c0_g1,GO:0005524;GO:0004674;GO:0006468
TRINITY_DN15704_c0_g1,GO:0071012;GO:0071013;GO:0005730;GO:0071011;GO:0000974;GO:0000398
TRINITY_DN27754_c0_g1,GO:0008278;GO:0005737;GO:0043231;GO:0005654;GO:0005634;GO:0016581;GO:0003682;GO:0043565;GO:0003700;GO:0008270;GO:0045892;GO:0008284;GO:0010971
TRINITY_DN7009_c0_g1,GO:0005576
TRINITY_DN22047_c0_g1,GO:0005576;GO:0016021;GO:0005886;GO:0008201;GO:0046914;GO:0007611;GO:0007616;GO:0016319;GO:1901215;GO:0048812;GO:0007422;GO:0048678;GO:0051602;GO:0007614;GO:0050808
TRINITY_DN8504_c0_g1,GO:0031430;GO:0030017;GO:0004198;GO:0010940;GO:0006508
TRINITY_DN39034_c0_g1,GO:0005737;GO:0046872;GO:0035529;GO:0047429;GO:0000166;GO:0009143;GO:0009117
TRINITY_DN3274_c0_g1,GO:0005743;GO:0005730;GO:0015935;GO:0005819;GO:0003677;GO:0003906;GO:0003723;GO:0003735;GO:0006915;GO:0051301;GO:0006281;GO:0007067;GO:0006355;GO:0006417;GO:0006351;GO:0006412
TRINITY_DN35860_c0_g1,GO:0005758;GO:0070469;GO:0009055;GO:0020037;GO:0046872;GO:0055114
TRINITY_DN37584_c0_g1,GO:0004519;GO:0003964
TRINITY_DN34152_c0_g1,
TRINITY_DN5810_c0_g1,GO:0005887;GO:0005622;GO:0005886;GO:0000155;GO:0005249;GO:0042391
TRINITY_DN15004_c0_g1,GO:0005737;GO:0022625;GO:0022626;GO:0000228;GO:0005730;GO:0005840;GO:0019843;GO:0003735;GO:0051298;GO:0048749;GO:0002181;GO:0008286;GO:0008361
TRINITY_DN32462_c0_g1,GO:0005634;GO:0003677
TRINITY_DN35217_c0_g1,
TRINITY_DN36138_c0_g1,GO:0005829;GO:0005794;GO:0034709;GO:0005634;GO:0001046;GO:0044020;GO:0008327;GO:0016274;GO:0035243;GO:0003714;GO:0032922;GO:0006353;GO:0042118;GO:0090161;GO:0043985;GO:0018216;GO:0006355;GO:0000387
TRINITY_DN26120_c0_g1,GO:0005759;GO:0005739;GO:0008260;GO:0042803;GO:0060612;GO:0007420;GO:0046950;GO:0007507;GO:0046952;GO:0042182;GO:0035774;GO:0014823;GO:0042493;GO:0045471;GO:0009725;GO:0007584;GO:0042594
TRINITY_DN35248_c0_g1,GO:0004842;GO:0008270
TRINITY_DN9732_c0_g1,GO:0005789;GO:0010008;GO:0016021;GO:0005886;GO:0008289;GO:0006952
TRINITY_DN20971_c0_g1,GO:0005694;GO:0005737;GO:0016607;GO:0005654;GO:0005634;GO:0003676;GO:0008270;GO:0001832;GO:0051301;GO:0051276;GO:0060729;GO:0044773;GO:0033314;GO:0007067;GO:0043066;GO:0033260;GO:0001541;GO:0001546;GO:0048478
TRINITY_DN6586_c0_g1,
TRINITY_DN23572_c0_g1,GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
TRINITY_DN28372_c0_g1,GO:0005737;GO:0005634;GO:0005839;GO:0019773;GO:0004298;GO:0006511
TRINITY_DN33116_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN966_c0_g1,GO:0005739;GO:0051117;GO:0042030;GO:0006783;GO:0032780
TRINITY_DN22796_c0_g1,GO:0005634;GO:0003677;GO:0000166;GO:0003723;GO:0006397;GO:0006355;GO:0008380;GO:0006351
TRINITY_DN35256_c0_g1,GO:0005811;GO:0016597;GO:0005506;GO:0004505;GO:0004510;GO:0006726;GO:0006559;GO:0007616;GO:0006909;GO:0042427
TRINITY_DN30941_c0_g1,GO:0005654;GO:0048471;GO:0001047;GO:0030374;GO:0044822;GO:0003713;GO:0003714;GO:0006915;GO:0007049;GO:0000398;GO:0030335;GO:0008284;GO:0006355;GO:0006351
TRINITY_DN36686_c0_g1,GO:0034451;GO:0005813;GO:0005615;GO:0005634;GO:0005136;GO:0010531;GO:0002376;GO:0007080;GO:0090307;GO:0032695;GO:0032815;GO:0031393;GO:0042521;GO:1905515;GO:0032733;GO:0042526;GO:0071539
TRINITY_DN36052_c0_g1,
TRINITY_DN23385_c0_g1,GO:0005783;GO:0070062;GO:0045111;GO:0042405;GO:0005654;GO:0005886;GO:0000151;GO:0030018;GO:0042803;GO:1904264;GO:0004842;GO:0034450;GO:0071218;GO:0006281;GO:0030968;GO:0006515;GO:0032091;GO:0030512;GO:0090035;GO:0032436;GO:0051443;GO:0043161;GO:0051865;GO:0070534;GO:0000209;GO:0042787;GO:0031943;GO:0031647;GO:0006511;GO:0030579
TRINITY_DN7874_c0_g1,GO:0005623;GO:0005737;GO:0016020;GO:0005634;GO:0005524;GO:1903842;GO:0046686;GO:0046688;GO:0009408
TRINITY_DN16552_c0_g1,GO:0016021;GO:0008289;GO:0016747;GO:0006869;GO:0007275
TRINITY_DN39097_c0_g1,GO:0015629;GO:0005615;GO:0005634;GO:0003682;GO:0044822;GO:0042593;GO:0046627;GO:0006355;GO:0007165;GO:0006351
TRINITY_DN35962_c0_g1,GO:0005813;GO:0005929;GO:0070062;GO:0005765;GO:0033176;GO:0042626;GO:0060271;GO:0061512;GO:0015992
TRINITY_DN11076_c0_g1,GO:0012505;GO:0005622;GO:0005096;GO:0017137;GO:0090630;GO:0006886;GO:0031338
TRINITY_DN26269_c0_g1,GO:0005737;GO:0045174;GO:0004364;GO:0050610;GO:0016491;GO:0071243;GO:0006749;GO:0019852;GO:0055114;GO:0006805
TRINITY_DN28320_c0_g1,GO:0005737;GO:0005783;GO:0016020;GO:0048471;GO:0044325;GO:0044822;GO:0006874;GO:0008285;GO:0051533;GO:0051209;GO:0006396
TRINITY_DN19266_c0_g1,GO:0030136;GO:0031901;GO:0005768;GO:0005802;GO:0080025;GO:0005215;GO:0007040
TRINITY_DN2367_c0_g1,GO:0016020;GO:0032420;GO:0005262;GO:0050982;GO:0007605
TRINITY_DN34750_c0_g1,GO:0009535;GO:0045261;GO:0046933;GO:0015986
TRINITY_DN33513_c0_g1,
TRINITY_DN32128_c0_g1,GO:0005737;GO:0005856;GO:0005524
TRINITY_DN2792_c0_g1,GO:0090537;GO:0005634;GO:0006309;GO:0043044;GO:0016569;GO:0000910;GO:0007010;GO:0097194;GO:0021915;GO:0016192
TRINITY_DN28584_c0_g1,GO:0005874;GO:0015630;GO:0005634
TRINITY_DN19728_c0_g1,GO:0005509;GO:0005544;GO:0007596;GO:0050819
TRINITY_DN14702_c0_g1,GO:0005737;GO:0019212;GO:0019888;GO:0004865;GO:0045087;GO:0042325;GO:0035304
TRINITY_DN25133_c0_g1,GO:0030016;GO:0032982;GO:0005524;GO:0003774
TRINITY_DN16463_c0_g1,GO:0005762;GO:0005739;GO:0003735;GO:0032543;GO:0007275;GO:0006412
TRINITY_DN4835_c0_g1,GO:0005737;GO:0030529;GO:0005634;GO:0003677;GO:0000166;GO:0003723;GO:0006396
TRINITY_DN20659_c0_g1,GO:0005829;GO:0005783;GO:0070062;GO:0005615;GO:0005925;GO:0005794;GO:0043231;GO:0005764;GO:0016020;GO:0005758;GO:0005739;GO:0005782;GO:0005778;GO:0005777;GO:0005886;GO:0004046;GO:0016209;GO:0004096;GO:0019899;GO:0020037;GO:0046872;GO:0050661;GO:0016684;GO:0042803;GO:0005102;GO:0009060;GO:0007568;GO:0071363;GO:0008203;GO:0020027;GO:0042744;GO:0043066;GO:0032088;GO:0001649;GO:0051781;GO:0051092;GO:0014068;GO:0051289;GO:0051262;GO:0006195;GO:0014823;GO:0046686;GO:0042493;GO:0032355;GO:0045471;GO:0070542;GO:0042542;GO:0055093;GO:0001666;GO:0014854;GO:0032868;GO:0033591;GO:0010288;GO:0009642;GO:0010193;GO:0080184;GO:0000302;GO:0033189;GO:0033197;GO:0006641;GO:0001657;GO:0009650
TRINITY_DN22173_c0_g1,GO:0004519;GO:0046872;GO:0003964;GO:0006310
TRINITY_DN34333_c0_g1,GO:0005525;GO:0003924;GO:0046872;GO:0004871;GO:0007186
TRINITY_DN36302_c0_g1,GO:0005524;GO:0016740;GO:0031145;GO:0051301;GO:0010458;GO:0007476;GO:0016567
TRINITY_DN16166_c0_g1,GO:0005737;GO:0005856;GO:0005524
TRINITY_DN22810_c0_g1,GO:0022627;GO:0070062;GO:0005615;GO:0016020;GO:0043209;GO:0005730;GO:0005654;GO:0046872;GO:0044822;GO:0003735;GO:0006281;GO:0006412;GO:0019985
TRINITY_DN36853_c0_g1,GO:0005737;GO:0005622;GO:0005525;GO:0003924;GO:0003746;GO:0006412
TRINITY_DN3609_c0_g1,GO:0071013;GO:0070062;GO:0003755;GO:0000398;GO:0006457
TRINITY_DN27482_c0_g1,GO:0005769;GO:0030139;GO:0005768;GO:0043231;GO:0055037;GO:0005096;GO:0042803;GO:0006915;GO:0006897;GO:0061025;GO:0015031;GO:0016192
TRINITY_DN10179_c0_g1,GO:0005576;GO:0005615;GO:0102549;GO:0047372;GO:0005509;GO:0047714;GO:0004620;GO:0004806;GO:0019376;GO:0044241;GO:0009395;GO:0006641
TRINITY_DN19199_c0_g1,GO:0005576;GO:0007218
TRINITY_DN37164_c0_g1,GO:0005930;GO:0005737;GO:0005634;GO:0005886;GO:0000922;GO:0045502;GO:0070286;GO:0060271;GO:0003341;GO:0071907;GO:0071910;GO:0035469;GO:0060287;GO:0001947;GO:0036159;GO:0060972;GO:0030324;GO:0044458;GO:0036158;GO:0003356
TRINITY_DN12931_c0_g1,GO:0016021;GO:0007275
TRINITY_DN24317_c0_g1,GO:0003779;GO:0005509;GO:0051014;GO:0007527;GO:0007629;GO:0010004;GO:0030239
TRINITY_DN37880_c0_g1,GO:0016021;GO:0005747;GO:0005654;GO:0055114
TRINITY_DN39322_c0_g1,GO:0016324;GO:0009986;GO:0005737;GO:0070062;GO:0031965;GO:0005634;GO:0048471;GO:0005886;GO:0012506;GO:0005509;GO:0005544;GO:0048306;GO:0042802;GO:0051059;GO:0030855;GO:0001822;GO:2000483;GO:0032088;GO:0007219;GO:0006357
TRINITY_DN28081_c0_g1,GO:0043190;GO:0016020;GO:0005740;GO:0005524;GO:0016887;GO:0005215;GO:0006810
TRINITY_DN22168_c0_g1,GO:0022626;GO:0000228;GO:0005730;GO:0015935;GO:0019843;GO:0003735;GO:0006412
TRINITY_DN37386_c0_g1,GO:0005938;GO:0005813;GO:0005868;GO:0005869;GO:0007097
TRINITY_DN19261_c0_g1,GO:0005730;GO:0005634;GO:0030687;GO:0044822;GO:0016435;GO:0008650;GO:0000466;GO:0000463;GO:0031167
TRINITY_DN3216_c0_g1,GO:0005737;GO:0042470;GO:0043005;GO:0005634;GO:0019900;GO:0071375;GO:0006334;GO:0014010
TRINITY_DN7218_c0_g1,GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
TRINITY_DN37052_c0_g1,
TRINITY_DN22491_c0_g1,GO:1990452;GO:0019005;GO:0009887;GO:0006915;GO:0008283;GO:0006513;GO:0031146
TRINITY_DN39666_c0_g1,GO:0005737;GO:0016209
TRINITY_DN10138_c0_g1,GO:0005737;GO:0005829;GO:0016020;GO:0005524;GO:0019869;GO:0000287;GO:0019902;GO:0019870;GO:0030295;GO:0004672;GO:0019901;GO:0004674;GO:0030291;GO:0035556;GO:0006811;GO:0090188;GO:0010923;GO:0010766;GO:0048666;GO:0018107;GO:0032414;GO:0003084;GO:0046777;GO:0006468;GO:0050794;GO:2000021;GO:0002028;GO:0023016
TRINITY_DN33918_c0_g1,GO:0015629;GO:0005730;GO:0005634;GO:0044822;GO:0070064;GO:0001103;GO:0001106;GO:0003700;GO:0000122;GO:0006351
TRINITY_DN7956_c0_g1,GO:0005938;GO:0031410;GO:0005856;GO:0005886;GO:0008289;GO:0006914;GO:0006897
TRINITY_DN33004_c0_g1,GO:0022626;GO:0005622;GO:0005844;GO:0005524;GO:0071074;GO:0004694;GO:0004674;GO:0000049;GO:0002250;GO:0007050;GO:0034198;GO:0070417;GO:1990253;GO:0009267;GO:0034644;GO:0051607;GO:0036492;GO:0030968;GO:0039520;GO:0007612;GO:0007616;GO:0044828;GO:0032792;GO:0045665;GO:0017148;GO:0045947;GO:0032057;GO:1990138;GO:0002821;GO:0002230;GO:0010628;GO:1900273;GO:0071264;GO:0046777;GO:0006468;GO:0060733;GO:0060259;GO:0006446;GO:0010998;GO:0043558;GO:0034976;GO:0002286;GO:0019081
TRINITY_DN29540_c0_g1,GO:0005634;GO:0003677;GO:0003723;GO:0006355;GO:0006351
TRINITY_DN21314_c0_g1,GO:0070062;GO:0005634;GO:0008104;GO:0045116;GO:0006357
TRINITY_DN24982_c0_g1,GO:0005930;GO:0005814;GO:0036064;GO:0005929;GO:0003341;GO:0061371;GO:0007368;GO:0007507;GO:0036158;GO:1902017
TRINITY_DN18050_c0_g1,GO:0005912;GO:0045177;GO:0030424;GO:0005938;GO:0030426;GO:0005634;GO:0005886;GO:0016028;GO:0005525;GO:0003924;GO:0031532;GO:0030041;GO:0048675;GO:0060446;GO:0030031;GO:0030866;GO:0048813;GO:0046843;GO:0007391;GO:0045200;GO:0051601;GO:0007293;GO:0035099;GO:0035318;GO:0030011;GO:0045185;GO:0035011;GO:0008045;GO:0097206;GO:0007274;GO:0006909;GO:0051491;GO:0010592;GO:0045860;GO:0090303;GO:0072659;GO:0030833;GO:0050770;GO:0008360;GO:0010906;GO:0008582;GO:0007266;GO:0050975;GO:0007286;GO:0042060
TRINITY_DN39514_c0_g1,GO:0005576;GO:0030246;GO:0046872
TRINITY_DN31161_c0_g1,GO:0005576;GO:0007218
TRINITY_DN28661_c0_g1,GO:0005905;GO:0005886;GO:0008565;GO:0006897
TRINITY_DN14841_c0_g1,GO:0005958;GO:0031012;GO:0016020;GO:0070419;GO:0000784;GO:0005730;GO:0005654;GO:0005634;GO:0005667;GO:0005524;GO:0004677;GO:0003690;GO:0019899;GO:0044822;GO:0004672;GO:0004674;GO:0008134;GO:0002326;GO:0007420;GO:0008283;GO:0032869;GO:0006302;GO:0006303;GO:0035234;GO:0007507;GO:0033152;GO:0008630;GO:0030098;GO:0043066;GO:2000773;GO:0002638;GO:0001933;GO:2001229;GO:0018105;GO:0043065;GO:0048639;GO:0048146;GO:0002684;GO:0045944;GO:0002328;GO:0031648;GO:0042752;GO:0048660;GO:0014823;GO:0010332;GO:0010212;GO:0048511;GO:0072431;GO:0001756;GO:0048536;GO:0033077;GO:0002360;GO:0033153;GO:0016233;GO:0000723;GO:0048538;GO:0033151
TRINITY_DN20342_c0_g1,GO:0005743;GO:0005750;GO:0005739;GO:0005634;GO:0045155;GO:0045153;GO:0020037;GO:0046872;GO:0042776;GO:0006122
TRINITY_DN6107_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN18279_c0_g1,GO:0022625;GO:0019843;GO:0003735;GO:0000027;GO:0006412
TRINITY_DN29225_c0_g1,GO:0004364;GO:0045087
TRINITY_DN26502_c0_g1,GO:0005694;GO:0005737;GO:0016607;GO:0005654;GO:0005634;GO:0003676;GO:0008270;GO:0001832;GO:0051301;GO:0051276;GO:0060729;GO:0044773;GO:0033314;GO:0007067;GO:0043066;GO:0033260;GO:0001541;GO:0001546;GO:0048478
TRINITY_DN21868_c0_g1,GO:0000785;GO:0000775;GO:0005737;GO:0000800;GO:0030893;GO:0016363;GO:0034991;GO:0005654;GO:0005634;GO:0000922;GO:0005524;GO:0003682;GO:0045502;GO:0036033;GO:0046982;GO:0051301;GO:0006281;GO:0007126;GO:0007064;GO:0007052;GO:0032876;GO:0006275;GO:0007165;GO:0007062;GO:0019827
TRINITY_DN32980_c0_g1,GO:0005737;GO:0005634;GO:0001525;GO:0006915;GO:2000059;GO:0045766;GO:0001938;GO:0006457;GO:0008616;GO:0050730;GO:0016032
